title,variety,subVariety,price,unit,description,categoryId,categoryName
Pav,Bakery,,,Packet,,6,Groceries
Burger Bun,Bakery,,,Packet,,6,Groceries
Hot Dog Bun,Bakery,,,Packet,,6,Groceries
Rusk,Bakery,,,Packet,,6,Groceries
Toast Bread,Bakery,,,Packet,,6,Groceries
Khari Biscuit,Bakery,,,Packet,,6,Groceries
Cookies,Bakery,,,Packet,,6,Groceries
Plum Cake,Bakery,,,Packet,,6,Groceries
Fruit Cake,Bakery,,,Packet,,6,Groceries
Cream Roll,Bakery,,,Packet,,6,Groceries
Croissant,Bakery,,,Packet,,6,Groceries
Donut,Bakery,,,Packet,,6,Groceries
Muffin,Bakery,,,Packet,,6,Groceries
Cup Cake,Bakery,,,Packet,,6,Groceries
Toned Milk,Milk Products,,,Litre,,6,Groceries
Double Toned Milk,Milk Products,,,Litre,,6,Groceries
Full Cream Milk,Milk Products,,,Litre,,6,Groceries
A2 Cow Milk,Milk Products,,,Litre,,6,Groceries
Curd – Cup,Milk Products,,,Litre,,6,Groceries
Curd – Packet,Milk Products,,,Litre,,6,Groceries
Butter,Milk Products,,,Litre,,6,Groceries
Ghee,Milk Products,,,Litre,,6,Groceries
Paneer,Milk Products,,,Litre,,6,Groceries
Cheese Slice,Milk Products,,,Litre,,6,Groceries
Cheese Block,Milk Products,,,Litre,,6,Groceries
Buttermilk,Milk Products,,,Litre,,6,Groceries
Lassi,Milk Products,,,Litre,,6,Groceries
Flavoured Milk,Milk Products,,,Litre,,6,Groceries
Ice Cream – Cup,Milk Products,,,Litre,,6,Groceries
Ice Cream – Family Pack,Milk Products,,,Litre,,6,Groceries
Rice – Sona Masuri,Staples,,,Kg,,6,Groceries
Rice – Idli,Staples,,,Kg,,6,Groceries
Rice – Basmati,Staples,,,Kg,,6,Groceries
Rice – Brown,Staples,,,Kg,,6,Groceries
Wheat Flour,Staples,,,Kg,,6,Groceries
Ragi Flour,Staples,,,Kg,,6,Groceries
Jowar Flour,Staples,,,Kg,,6,Groceries
Maida,Staples,,,Kg,,6,Groceries
Sugar,Staples,,,Kg,,6,Groceries
Jaggery,Staples,,,Kg,,6,Groceries
Salt – Iodised,Staples,,,Kg,,6,Groceries
Salt – Rock,Staples,,,Kg,,6,Groceries
Toor Dal,Staples,,,Kg,,6,Groceries
Moong Dal,Staples,,,Kg,,6,Groceries
Chana Dal,Staples,,,Kg,,6,Groceries
Urad Dal,Staples,,,Kg,,6,Groceries
Masoor Dal,Staples,,,Kg,,6,Groceries
Sunflower Oil,Staples,,,Kg,,6,Groceries
Groundnut Oil,Staples,,,Kg,,6,Groceries
Coconut Oil,Staples,,,Kg,,6,Groceries
Mustard Oil,Staples,,,Kg,,6,Groceries
Tea Powder,Staples,,,Kg,,6,Groceries
Coffee Powder,Staples,,,Kg,,6,Groceries
Poha,Staples,,,Kg,,6,Groceries
Vermicelli,Staples,,,Kg,,6,Groceries
Noodles,Staples,,,Kg,,6,Groceries
Pasta,Staples,,,Kg,,6,Groceries
Turmeric Powder,Staples,,,Kg,,6,Groceries
Chilli Powder,Staples,,,Kg,,6,Groceries
Coriander Powder,Staples,,,Kg,,6,Groceries
Garam Masala,Staples,,,Kg,,6,Groceries
Sambar Powder,Staples,,,Kg,,6,Groceries
Rasam Powder,Staples,,,Kg,,6,Groceries
Pickle,Staples,,,Kg,,6,Groceries
Papad,Staples,,,Kg,,6,Groceries
Breakfast Cereal,Staples,,,Kg,,6,Groceries
Chocolate Cake,Bakery,Egg,,500g,,6,Groceries
Black Forest Cake,Bakery,Egg,,500g,,6,Groceries
Red Velvet Cake,Bakery,Egg,,500g,,6,Groceries
Chocolate Pastry,Bakery,Egg,,1 piece,,6,Groceries
Pineapple Pastry,Bakery,Egg,,1 piece,,6,Groceries
White Bread,Bakery,Veg,,400g,,6,Groceries
Brown Bread,Bakery,Veg,,400g,,6,Groceries
Veg Puff,Bakery,Veg,,1 piece,,6,Groceries
Paneer Puff,Bakery,Veg,,1 piece,,6,Groceries
Egg Puff,Bakery,Egg,,1 piece,,6,Groceries
Butter Cookies,Bakery,Veg,,200g,,6,Groceries
Chocolate Chip Cookies,Bakery,Veg,,200g,,6,Groceries
Chocolate Muffin,Bakery,Eggless,,1 piece,,6,Groceries
Vanilla Cupcake,Bakery,Eggless,,1 piece,,6,Groceries
Plum Cake,Bakery,Eggless,,500g,,6,Groceries
Chocolate Cake,Bakery,Eggless,,500g ,,6,Groceries
Black Forest Cake,Bakery,Eggless,,500g ,,6,Groceries
Red Velvet Cake,Bakery,Eggless,,500g ,,6,Groceries
Chocolate Pastry,Bakery,Eggless,,1 piece,,6,Groceries
Pineapple Pastry,Bakery,Eggless,,1 piece,,6,Groceries
Chocolate Muffin,Bakery,Egg,,1 piece,,6,Groceries
Vanilla Cupcake,Bakery,Egg,,1 piece,,6,Groceries
Plum Cake,Bakery,Egg,,500g,,6,Groceries
Chocolate Cake,Bakery,Eggless,, 1kg,,6,Groceries
Black Forest Cake,Bakery,Eggless,, 1kg,,6,Groceries
Red Velvet Cake,Bakery,Eggless,, 1kg,,6,Groceries
